0.0,0.5,0.5,昔々、浦島太郎という心優しい若者がいたんだ。
0.0,0.5,0.5,ある日、浦島太郎は浜辺で子供たちが亀をいじめてるのを見つけた。
0.0,0.5,0.5,彼はすぐに亀を助けて、海に返してあげたんだ。
0.0,0.5,0.5,翌日、浦島太郎が釣りをしていると、大きな亀が現れた。
0.0,0.5,0.5,亀は「昨日助けてくれたお礼に竜宮城にご案内します」って言ったんだ。
0.0,0.5,0.5,浦島太郎は亀に乗って、竜宮城に行ったんだよ。
0.0,0.5,0.5,竜宮城では、美しい乙姫様が迎えてくれたんだ。
0.0,0.5,0.5,浦島太郎は竜宮城で楽しい時間を過ごした。
0.0,0.5,0.5,でも、しばらくして家族が心配になって、浦島太郎は帰ることにしたんだ。
0.0,0.5,0.5,乙姫様は「これはお土産です」って言って、玉手箱を渡したんだよ。
0.0,0.5,0.5,浦島太郎が地上に戻ると、村の様子が全然違っていたんだ。
0.0,0.5,0.5,彼が玉手箱を開けると、白い煙が出てきて、たちまちおじいさんになっちゃったんだ。
0.0,0.5,0.5,実は竜宮城での数日が、地上では何百年も経ってたんだね。
0.5,0.0,0.5,昔々、浦島太郎という心優しい若者が住んでいました。
0.5,0.0,0.5,ある日、浦島太郎は浜辺で子供たちが亀をいじめているのを見つけました。
0.5,0.0,0.5,彼は亀を助けて、海に返しました。
0.5,0.0,0.5,翌日、浦島太郎が釣りをしていると、大きな亀が現れました。
0.5,0.0,0.5,亀は「昨日助けてくれたお礼に竜宮城へご案内します」と言いました。
0.5,0.0,0.5,浦島太郎は亀に乗って、竜宮城へ行きました。
0.5,0.0,0.5,竜宮城では、美しい乙姫様が迎えてくれました。
0.5,0.0,0.5,浦島太郎は竜宮城で楽しい時間を過ごしました。
0.5,0.0,0.5,しかし、しばらくして家族が心配になり、浦島太郎は帰ることにしました。
0.5,0.0,0.5,乙姫様は「これはお土産です」と言って、玉手箱を渡しました。
0.5,0.0,0.5,浦島太郎が地上に戻ると、村の様子が全く変わっていました。
0.5,0.0,0.5,彼が玉手箱を開けると、白い煙が出てきて、たちまちおじいさんになってしまいました。
0.5,0.0,0.5,実は竜宮城での数日が、地上では何百年も経っていたのです。
0.5,0.5,0.0,昔々、浦島太郎という心優しい若者がいました。
0.5,0.5,0.0,ある日、浦島太郎は浜辺で子供たちが亀をいじめているのを見つけました。
0.5,0.5,0.0,彼は亀を助けて、海に返しました。
0.5,0.5,0.0,翌日、浦島太郎が釣りをしていると、大きな亀が現れました。
0.5,0.5,0.0,亀は「昨日助けてくれたお礼に竜宮城へご案内します」と言いました。
0.5,0.5,0.0,浦島太郎は亀に乗って、竜宮城へ行きました。
